property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000760,CFIHOS-30000521,centrifugal pump,CFIHOS-40000476,upper limit operating suction pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,758,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000761,CFIHOS-30000521,centrifugal pump,CFIHOS-40000538,upper limit operating temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,759,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000762,CFIHOS-30000521,centrifugal pump,CFIHOS-40000538,upper limit operating temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,760,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000311,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000055,S615-FLD-1128,Operating conditions,CFIHOS-44000763,CFIHOS-30000521,centrifugal pump,CFIHOS-40000577,upper limit operating volume flow rate,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,761,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000764,CFIHOS-30000521,centrifugal pump,CFIHOS-40000819,upper limit power at rated impeller,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,762,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000765,CFIHOS-30000521,centrifugal pump,CFIHOS-40000738,upper limit relative humidity,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,763,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000766,CFIHOS-30000521,centrifugal pump,CFIHOS-40000846,upper limit seal design temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,764,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000325,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000069,S615-FLD-1148,Site data,CFIHOS-44000767,CFIHOS-30000521,centrifugal pump,CFIHOS-40000764,upper limit site ambient temperature,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,765,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000327,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000071,S615-FLD-1150,Performance,CFIHOS-44000768,CFIHOS-30000521,centrifugal pump,CFIHOS-40000826,upper limit sound power level,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,766,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000769,CFIHOS-30000521,centrifugal pump,CFIHOS-40001398,upper limit specific heat,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,767,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000319,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000063,S615-FLD-1140,Mechanical seal,CFIHOS-44000770,CFIHOS-30000521,centrifugal pump,CFIHOS-40000842,upper limit static sealing pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,768,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000334,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000078,S615-FLD-539,Liquid characteristics,CFIHOS-44000771,CFIHOS-30000521,centrifugal pump,CFIHOS-40000778,upper limit vapour pressure,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,769,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000772,CFIHOS-30000521,centrifugal pump,CFIHOS-40001152,vent valve supplied by,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,770,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000773,CFIHOS-30000521,centrifugal pump,CFIHOS-40001262,vibration probes mounting location,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,771,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000312,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000056,S615-FLD-1129,Instrumentation,CFIHOS-44000774,CFIHOS-30000521,centrifugal pump,CFIHOS-40001261,vibration probes requirement,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,772,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000317,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000061,S615-FLD-1136,Construction,CFIHOS-44000775,CFIHOS-30000521,centrifugal pump,CFIHOS-40001153,warm-up or cool-down line for instantaneous start up,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,773,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000323,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000061,IOGP S-615:2019,CFIHOS-42000067,S615-FLD-1146,Materials,CFIHOS-44000776,CFIHOS-30000521,centrifugal pump,CFIHOS-40001199,wear parts hardnesses,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,774,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000777,CFIHOS-30000494,christmas tree,CFIHOS-40001033,HXT lower crown plug model,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,775,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000778,CFIHOS-30000494,christmas tree,CFIHOS-40000744,HXT lower crown plug pressure rating,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,776,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000779,CFIHOS-30000494,christmas tree,CFIHOS-40001035,HXT lower crown plug size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,777,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000780,CFIHOS-30000494,christmas tree,CFIHOS-40001034,HXT lower crown plug type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,778,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000781,CFIHOS-30000494,christmas tree,CFIHOS-40001030,HXT upper crown plug model,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,779,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000782,CFIHOS-30000494,christmas tree,CFIHOS-40000743,HXT upper crown plug pressure rating,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,780,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000783,CFIHOS-30000494,christmas tree,CFIHOS-40001032,HXT upper crown plug size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,781,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000784,CFIHOS-30000494,christmas tree,CFIHOS-40001031,HXT upper crown plug type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,782,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000785,CFIHOS-30000494,christmas tree,CFIHOS-40001042,VXT other tubing plug model,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,783,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000786,CFIHOS-30000494,christmas tree,CFIHOS-40000747,VXT other tubing plug pressure rating,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,784,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000787,CFIHOS-30000494,christmas tree,CFIHOS-40001044,VXT other tubing plug size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,785,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000788,CFIHOS-30000494,christmas tree,CFIHOS-40001043,VXT other tubing plug type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,786,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000789,CFIHOS-30000494,christmas tree,CFIHOS-40001046,VXT pressure-containing tree cap configuration,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,787,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000306,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000050,S561-FLD-4292,General,CFIHOS-44000790,CFIHOS-30000494,christmas tree,CFIHOS-40001106,VXT tree cap pressure-containing seals,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,788,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000791,CFIHOS-30000494,christmas tree,CFIHOS-40001039,VXT tubing hanger annulus bore plug model,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,789,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000792,CFIHOS-30000494,christmas tree,CFIHOS-40000746,VXT tubing hanger annulus bore plug pressure rating,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,790,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000793,CFIHOS-30000494,christmas tree,CFIHOS-40001041,VXT tubing hanger annulus bore plug size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,791,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000794,CFIHOS-30000494,christmas tree,CFIHOS-40001040,VXT tubing hanger annulus bore plug type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,792,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000306,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000050,S561-FLD-4292,General,CFIHOS-44000795,CFIHOS-30000494,christmas tree,CFIHOS-40001107,VXT tubing hanger external A annulus seals,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,793,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000796,CFIHOS-30000494,christmas tree,CFIHOS-40001036,VXT tubing hanger production bore plug model,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,794,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000797,CFIHOS-30000494,christmas tree,CFIHOS-40000745,VXT tubing hanger production bore plug pressure rating,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,795,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000798,CFIHOS-30000494,christmas tree,CFIHOS-40001038,VXT tubing hanger production bore plug size,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,796,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000799,CFIHOS-30000494,christmas tree,CFIHOS-40001037,VXT tubing hanger production bore plug type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,797,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000300,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000044,S561-FLD-4263,Subsea tree - Valve/actuator options (when specified in project-specific schematics),CFIHOS-44000800,CFIHOS-30000494,christmas tree,CFIHOS-40001059,VXT – swab valves (PSV and ASV),,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,798,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000296,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000241,IOGP S-561:2023,CFIHOS-42000040,S561-FLD-4257,Other configuration options,CFIHOS-44000801,CFIHOS-30000494,christmas tree,CFIHOS-40001029,access port(s) between crown plugs (on HXT),,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,799,source_reference_record,source_reference_record_unreviewed
